2017-01-02,236
2017-01-03,237
2017-01-04,290
2017-01-05,221
2017-01-07,128
2017-01-09,293
2017-01-10,260
2017-01-11,204
2017-01-12,157
2017-01-13,180
2017-01-14,147
2017-01-16,228
2017-01-17,239
2017-01-18,193
2017-01-19,197
2017-01-20,189
2017-01-21,153
2017-01-22,58
2017-01-23,193
2017-01-24,232
2017-01-25,206
2017-01-26,234
2017-01-27,147
2017-01-28,135
2017-01-30,265
2017-01-31,280
2017-02-01,184
2017-02-02,168
2017-02-03,156
2017-02-04,112
2017-02-06,272
2017-02-07,211
2017-02-08,199
2017-02-09,146
2017-02-10,165
2017-02-11,92
2017-02-13,208
2017-02-14,225
2017-02-15,190
2017-02-16,208
2017-02-17,265
2017-02-18,150
2017-02-19,87
2017-02-20,196
2017-02-21,217
2017-02-22,173
2017-02-23,185
2017-02-24,212
2017-02-25,140
2017-02-27,271
2017-03-01,249
2017-03-02,175
2017-03-03,202
2017-03-04,85
2017-03-06,250
2017-03-07,214
2017-03-08,162
2017-03-09,178
2017-03-10,120
2017-03-11,95
2017-03-13,230
2017-03-14,208
2017-03-15,197
2017-03-16,147
2017-03-17,202
2017-03-18,157
2017-03-19,75
2017-03-20,201
2017-03-21,202
2017-03-22,208
2017-03-23,232
2017-03-24,187
2017-03-25,89
2017-03-27,304
2017-03-28,174
2017-03-29,222
2017-03-30,183
2017-03-31,175
2017-04-01,116
2017-04-03,342
2017-04-04,205
2017-04-05,199
2017-04-06,202
2017-04-07,198
2017-04-08,100
2017-04-10,281
2017-04-11,207
2017-04-12,219
2017-04-14,174
2017-04-15,233
2017-04-16,111
2017-04-17,293
2017-04-18,224
2017-04-19,218
2017-04-20,168
2017-04-21,139
2017-04-22,98
2017-04-24,265
2017-04-25,217
2017-04-26,232
2017-04-27,200
2017-04-28,233
2017-04-29,100
2017-05-02,276
2017-05-03,273
2017-05-04,242
2017-05-05,175
2017-05-06,85
2017-05-08,228
2017-05-09,209
2017-05-10,178
2017-05-11,213
2017-05-12,273
2017-05-13,137
2017-05-14,75
2017-05-15,226
2017-05-16,230
2017-05-17,85
2017-05-18,241
2017-05-19,239
2017-05-20,94
2017-05-22,246
2017-05-23,218
2017-05-24,192
2017-05-25,250
2017-05-26,188
2017-05-27,99
2017-05-29,259
2017-05-30,264
2017-05-31,237
2017-06-01,218
2017-06-02,158
2017-06-03,125
2017-06-05,248
2017-06-06,221
2017-06-07,164
2017-06-08,202
2017-06-09,192
2017-06-10,152
2017-06-11,72
2017-06-12,250
2017-06-13,267
2017-06-14,185
2017-06-15,182
2017-06-16,226
2017-06-17,148
2017-06-19,312
2017-06-20,223
2017-06-21,256
2017-06-22,227
2017-06-23,234
2017-06-24,108
2017-06-26,301
2017-06-27,248
2017-06-28,244
2017-06-29,227
2017-06-30,267
2017-07-01,144
2017-07-03,317
2017-07-04,314
2017-07-05,287
2017-07-06,315
2017-07-07,302
2017-07-08,214
2017-07-09,104
2017-07-10,282
2017-07-11,301
2017-07-12,299
2017-07-13,340
2017-07-14,237
2017-07-15,140
2017-07-17,323
2017-07-18,360
2017-07-19,273
2017-07-20,268
2017-07-21,281
2017-07-22,146
2017-07-24,363
2017-07-26,345
2017-07-27,351
2017-07-28,362
2017-07-29,123
2017-07-31,461
2017-08-01,326
2017-08-02,337
2017-08-03,591
2017-08-04,273
2017-08-05,292
2017-08-06,154
2017-08-07,391
2017-08-08,294
2017-08-09,331
2017-08-10,256
2017-08-11,321
2017-08-12,196
2017-08-14,474
2017-08-16,393
2017-08-18,393
2017-08-19,170
2017-08-21,316
2017-08-22,340
2017-08-23,324
2017-08-24,329
2017-08-25,318
2017-08-26,166
2017-08-28,369
2017-08-29,299
2017-08-30,298
2017-08-31,265
2017-09-01,311
2017-09-02,207
2017-09-03,57
2017-09-04,328
2017-09-05,283
2017-09-06,243
2017-09-07,205
2017-09-08,159
2017-09-09,122
2017-09-11,277
2017-09-12,270
2017-09-13,263
2017-09-14,185
2017-09-15,203
2017-09-16,131
2017-09-18,296
2017-09-19,216
2017-09-20,193
2017-09-21,205
2017-09-22,209
2017-09-23,164
2017-09-25,285
2017-09-26,193
2017-09-27,259
2017-09-28,266
2017-09-29,255
2017-09-30,234
2017-10-01,71
2017-10-02,267
2017-10-03,239
2017-10-04,249
2017-10-05,204
2017-10-06,221
2017-10-07,91
2017-10-09,245
2017-10-10,221
2017-10-11,232
2017-10-13,232
2017-10-14,108
2017-10-16,280
2017-10-17,231
2017-10-18,193
2017-10-19,194
2017-10-20,246
2017-10-21,109
2017-10-23,272
2017-10-24,203
2017-10-25,267
2017-10-26,237
2017-10-27,269
2017-10-28,156
2017-10-29,63
2017-10-30,232
2017-10-31,280
2017-11-01,67
2017-11-02,236
2017-11-03,264
2017-11-04,97
2017-11-06,232
2017-11-07,219
2017-11-08,200
2017-11-09,103
2017-11-10,223
2017-11-11,132
2017-11-13,262
2017-11-14,222
2017-11-15,208
2017-11-16,179
2017-11-17,212
2017-11-18,90
2017-11-20,238
2017-11-21,181
2017-11-22,137
2017-11-23,211
2017-11-24,94
2017-11-25,201
2017-11-26,92
2017-11-27,261
2017-11-28,274
2017-11-29,177
2017-11-30,208
2017-12-01,207
2017-12-02,111
2017-12-04,290
2017-12-05,241
2017-12-07,287
2017-12-09,141
2017-12-11,330
2017-12-12,278
2017-12-13,158
2017-12-14,189
2017-12-15,200
2017-12-16,90
2017-12-18,295
2017-12-19,227
2017-12-20,238
2017-12-21,135
2017-12-22,178
2017-12-23,196
2017-12-24,120
2017-12-25,187
2017-12-26,220
2017-12-27,262
2017-12-28,355
2017-12-29,256
2017-12-30,139
2018-01-02,280
2018-01-03,238
2018-01-04,205
2018-01-05,228
2018-01-08,258
2018-01-09,177
2018-01-10,232
2018-01-11,236
2018-01-12,176
2018-01-13,114
2018-01-15,251
2018-01-16,227
2018-01-17,168
2018-01-18,164
2018-01-19,235
2018-01-20,111
2018-01-21,68
2018-01-22,211
2018-01-23,244
2018-01-24,220
2018-01-25,203
2018-01-26,177
2018-01-27,96
2018-01-29,242
2018-01-30,250
2018-01-31,225
2018-02-01,206
2018-02-02,153
2018-02-03,74
2018-02-05,262
2018-02-06,202
2018-02-07,146
2018-02-08,232
2018-02-09,200
2018-02-10,112
2018-02-12,242
2018-02-14,254
2018-02-15,231
2018-02-16,174
2018-02-17,190
2018-02-18,87
2018-02-19,265
2018-02-20,231
2018-02-21,209
2018-02-22,207
2018-02-23,157
2018-02-24,99
2018-02-26,237
2018-02-27,225
2018-02-28,180
2018-03-01,241
2018-03-02,151
2018-03-03,109
2018-03-05,179
2018-03-06,226
2018-03-07,235
2018-03-08,214
2018-03-09,165
2018-03-10,89
2018-03-12,206
2018-03-13,210
2018-03-14,172
2018-03-15,159
2018-03-16,147
2018-03-17,150
2018-03-18,51
2018-03-19,220
2018-03-20,192
2018-03-21,168
2018-03-22,172
2018-03-23,144
2018-03-24,90
2018-03-26,258
2018-03-27,186
2018-03-28,250
2018-03-31,162
2018-04-02,262
2018-04-03,281
2018-04-04,164
2018-04-05,185
2018-04-06,140
2018-04-07,105
2018-04-09,300
2018-04-10,176
2018-04-11,139
2018-04-12,126
2018-04-13,176
2018-04-14,188
2018-04-15,75
2018-04-16,218
2018-04-17,233
2018-04-18,175
2018-04-19,210
2018-04-20,176
2018-04-21,90
2018-04-23,203
2018-04-24,216
2018-04-25,188
2018-04-26,200
2018-04-27,202
2018-04-28,136
2018-04-30,272
2018-05-02,234
2018-05-03,274
2018-05-04,155
2018-05-05,99
2018-05-07,238
2018-05-08,166
2018-05-09,193
2018-05-10,213
2018-05-11,206
2018-05-12,144
2018-05-13,66
2018-05-14,219
2018-05-15,213
2018-05-16,217
2018-05-17,65
2018-05-18,299
2018-05-19,89
2018-05-21,232
